iter	RMSE
0	9.850292368
1	8.06587781
2	6.604995781
3	5.409998646
4	4.430656103
5	3.630027365
6	2.975539905
7	2.43935604
8	2.000206258
9	1.642679528
10	1.350641266
11	1.112295275
12	0.9178518535
13	0.7599663696
14	0.6338273302
15	0.5290602939
16	0.4469647378
17	0.3795580515
18	0.3253147315
19	0.2807808172
20	0.2467185198
21	0.218203976
22	0.197615567
23	0.1815897599
24	0.1698221617
25	0.1604512481
26	0.1520192358
27	0.1446379382
28	0.1397722489
29	0.1358122841
30	0.132515514
31	0.129061978
32	0.1265679509
33	0.1234206543
34	0.1215420833
35	0.1192052932
36	0.1178258937
37	0.1166521676
38	0.1146437079
39	0.1125717277
40	0.1112310559
41	0.1096395849
42	0.1082228303
43	0.1067142559
44	0.1057867809
45	0.1050200179
46	0.1040750915
47	0.1028925641
48	0.1014897769
49	0.1012930351
50	0.09952880665
51	0.09863858137
52	0.09810685005
53	0.09745227489
54	0.09689070198
55	0.09608322309
56	0.09522933037
57	0.094515776
58	0.09345675612
59	0.09297007136
60	0.09192023956
61	0.0914737715
62	0.0905679752
63	0.0899201823
64	0.08895884426
65	0.08758035163
66	0.08667885514
67	0.08606678018
68	0.08557807578
69	0.08488435616
70	0.08439882382
71	0.08380395896
72	0.08311618078
73	0.0826542416
74	0.08179532228
75	0.08123480517
76	0.08089566407
77	0.08034777716
78	0.07973674084
79	0.07928557432
80	0.07869607533
81	0.07822419853
82	0.07780239672
83	0.07714969971
84	0.07673625252
85	0.07616812161
86	0.07565926071
87	0.07541935566
88	0.07532639284
89	0.07494742643
90	0.07396093498
91	0.07349900774
92	0.07329174187
93	0.07291590385
94	0.07234332377
95	0.0720722005
96	0.07162565683
97	0.07133910777
98	0.0709783802
99	0.0708112006
100	0.07017005155
101	0.07000083081
102	0.06966353181
103	0.0692217588
104	0.06896306152
105	0.06846751298
106	0.06821401283
107	0.06769626915
108	0.06702635628
109	0.06672269893
110	0.06646840934
111	0.06605727194
112	0.06553308511
